ImgPath,label,leftelbow,lefthip,leftknee,rightelbow,righthip,rightknee,EKleft,EKright,EE,KK
Archive/Train Data/Dataset20/6/1_65.jpg,6,160.3754471,111.4131681,174.558019,118.2663483,120.1324969,176.9281353,81.0889273,132.0858018,74.9434484,97.11383529
Archive/Train Data/Dataset20/6/2_34.jpg,6,155.722702,86.82220313,169.2515756,156.0408348,92.07695831,143.5260992,49.58307029,79.49327876,22.40027689,18.26567029
Archive/Train Data/Dataset20/6/2_0_70.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_36.jpg,6,146.8014097,104.2155155,159.360084,114.8846961,128.4455399,139.1960871,85.363262,121.2703634,86.26337139,105.1071982
Archive/Train Data/Dataset20/6/2_22.jpg,6,152.3656663,86.92252846,160.3041121,164.6620702,53.60545197,135.074761,63.18592345,76.4146282,98.55232486,56.46846235
Archive/Train Data/Dataset20/6/2_0_58.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_8.jpg,6,163.5642905,82.78873115,140.9139163,157.137609,41.90945473,146.6538802,51.1192315,70.19831465,117.4995676,55.719326
Archive/Train Data/Dataset20/6/3_515.jpg,6,86.28232079,54.42049194,95.16130813,149.9823367,123.6847553,173.5770003,17.46090251,26.0362393,31.06842635,137.0579182
Archive/Train Data/Dataset20/6/2_0_291.jpg,6,157.9367663,109.0294158,176.6500948,131.8937723,99.19109597,156.3316195,83.24722574,117.2182723,127.9961786,134.0621284
Archive/Train Data/Dataset20/6/3_62.jpg,6,109.6120414,74.43504072,143.3474884,105.9377633,164.4805069,176.1380243,43.57019545,147.9842706,83.19625035,48.35819164
Archive/Train Data/Dataset20/6/2_458.jpg,6,126.1380286,102.8692417,159.9795317,141.7911594,113.724432,133.7158453,78.32457498,95.61439111,99.22179817,105.1731883
Archive/Train Data/Dataset20/6/3_105.jpg,6,159.6603797,120.2993208,171.8973213,151.5783488,115.1359632,169.5810818,63.30446682,123.3306418,31.18246911,87.81966856
Archive/Train Data/Dataset20/6/2_470.jpg,6,85.0403321,114.8543752,136.6750579,110.6202523,101.3379704,166.2785392,49.50184996,76.64588629,96.34773598,108.7397342
Archive/Train Data/Dataset20/6/2_464.jpg,6,136.1031301,110.420342,159.7256573,167.1547381,115.7080633,136.2160909,65.54989209,116.9703975,36.10174891,75.91074343
Archive/Train Data/Dataset20/6/2_302.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_0_118.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/1_766.jpg,6,140.5776086,58.88044788,160.8592944,151.8243118,50.08313032,153.637294,5.215879194,55.701946,72.61283762,52.82798908
Archive/Train Data/Dataset20/6/2_114.jpg,6,144.4195359,65.14596458,177.1899351,144.3347086,48.24168797,129.8872808,19.43806438,45.78018591,72.63741745,79.77406302
Archive/Train Data/Dataset20/6/2_101.jpg,6,116.9291005,70.99040608,148.3384376,117.8502704,62.08399395,134.994405,15.96552065,69.58844463,30.69031455,62.7129876
Archive/Train Data/Dataset20/6/2_115.jpg,6,159.6136735,109.420459,102.9131736,157.9804866,74.87803994,165.2926355,78.70582818,93.79748138,50.97642734,79.61600998
Archive/Train Data/Dataset20/6/2_129.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/3_88.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_317.jpg,6,141.6302294,169.4501289,134.0527527,158.3344832,92.3501644,174.2445826,106.2211069,36.24828794,92.10750503,105.7274184
Archive/Train Data/Dataset20/6/1_217.jpg,6,141.6302294,169.4501289,134.0527527,158.3344832,92.3501644,174.2445826,106.2211069,36.24828794,92.10750503,105.7274184
Archive/Train Data/Dataset20/6/2_511.jpg,6,140.3287248,116.7333479,150.9245914,150.3141236,45.1685399,167.3100165,34.07749918,143.75854,51.74341156,57.55729843
Archive/Train Data/Dataset20/6/1_363.jpg,6,143.7200255,99.32706234,118.7212569,128.5250131,109.204433,169.4941933,122.3863825,75.8929757,104.044574,154.1254683
Archive/Train Data/Dataset20/6/1_72.jpg,6,96.24414006,58.63285998,127.9568972,109.5672064,60.24567207,148.5895253,11.26394458,54.96012496,36.45062162,45.77463627
Archive/Train Data/Dataset20/6/1_66.jpg,6,131.7914144,138.816638,166.3788277,167.2405877,42.36993905,119.460725,27.33427967,134.2873011,14.73050131,32.1490745
Archive/Train Data/Dataset20/6/3_266.jpg,6,144.3358797,85.90837282,138.6638556,147.4788476,155.9029118,134.8049519,22.08440774,170.5482027,56.30023567,137.2941195
Archive/Train Data/Dataset20/6/2_23.jpg,6,128.2384295,94.75884544,162.2086148,155.625729,104.29156,139.8041672,57.62810473,106.1854918,85.04598727,87.33102774
Archive/Train Data/Dataset20/6/2_37.jpg,6,141.6811948,81.65128562,172.4065721,138.7147387,57.93694144,153.3502422,13.38719633,70.18084048,63.4529158,67.59388616
Archive/Train Data/Dataset20/6/2_33.jpg,6,154.0541107,85.64711093,105.8366551,131.7588404,138.7463135,159.6354399,80.60525153,68.15381572,142.7383393,119.0720477
Archive/Train Data/Dataset20/6/2_27.jpg,6,153.2007098,134.7214853,145.3116785,166.8901943,94.86999217,166.9701476,129.0860049,58.76204849,61.98029039,130.3956384
Archive/Train Data/Dataset20/6/3_276.jpg,6,153.2007098,134.7214853,145.3116785,166.8901943,94.86999217,166.9701476,129.0860049,58.76204849,61.98029039,130.3956384
Archive/Train Data/Dataset20/6/2_267.jpg,6,146.1879888,148.9858082,111.0047965,159.351909,109.0392322,84.73555535,21.43028509,142.5231252,33.68045596,30.40668288
Archive/Train Data/Dataset20/6/2_313.jpg,6,148.7756233,68.48685873,146.2015582,149.5053876,65.44451634,133.8304844,1.526687827,59.13350906,39.6816294,66.92313708
Archive/Train Data/Dataset20/6/2_307.jpg,6,150.7510183,108.9097892,118.4105472,127.2823146,91.54539055,168.0658203,110.2998053,102.3838529,98.20812921,138.9661449
Archive/Train Data/Dataset20/6/2_110.jpg,6,115.2571968,41.67504775,160.7338614,120.0533106,38.89530347,173.7599696,70.17296949,49.4466435,92.71995994,93.56933778
Archive/Train Data/Dataset20/6/2_448.jpg,6,168.3186253,116.448055,133.0759609,88.41567747,122.6876253,158.2916852,87.71183701,116.9747043,103.8222109,111.8693388
Archive/Train Data/Dataset20/6/3_115.jpg,6,113.6956491,18.88208659,135.0614349,169.2712802,109.8924299,116.5826554,6.601701663,76.77646501,88.28267751,94.35606827
Archive/Train Data/Dataset20/6/2_460.jpg,6,169.2749211,106.9618514,162.6392037,145.129366,94.4130177,136.7676435,52.15018838,80.96065368,115.6172362,112.1513904
Archive/Train Data/Dataset20/6/2_474.jpg,6,135.9011327,35.5926002,43.2086709,114.8098048,24.95033177,59.90491457,9.750442815,19.54305115,45.60014917,65.69494236
Archive/Train Data/Dataset20/6/3_101.jpg,6,136.7716708,151.0799962,168.142951,143.6482274,148.8349481,175.7783654,34.64012095,165.2005278,21.29806477,10.67490801
Archive/Train Data/Dataset20/6/2_312.jpg,6,162.557634,99.42245228,101.0593021,140.7282893,95.28474881,169.6870175,92.74425951,83.45026566,104.9440022,152.8139328
Archive/Train Data/Dataset20/6/3_99.jpg,6,118.8425359,45.92461273,149.6130263,85.45730753,113.5119161,138.1766138,54.31227889,133.8486712,98.13665207,140.7049783
Archive/Train Data/Dataset20/6/3_698.jpg,6,153.0493012,86.41515819,145.0781403,148.4017461,91.38665083,149.4519159,23.9843063,74.48829779,44.38948355,91.06660914
Archive/Train Data/Dataset20/6/1_206.jpg,6,171.7072768,82.93412086,156.4074492,120.5945463,79.77389097,156.3328615,63.59197498,78.00227398,115.4899983,132.724288
Archive/Train Data/Dataset20/6/2_0_295.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_272.jpg,6,156.2305299,97.72786434,105.1732069,153.5605759,102.4462036,105.1325041,40.92402351,74.09478187,57.31810722,93.08515374
Archive/Train Data/Dataset20/6/2_299.jpg,6,146.0877557,141.9224802,158.3364411,154.8908187,69.65407008,151.8361144,76.2764448,134.7414908,27.89299855,55.64289983
Archive/Train Data/Dataset20/6/2_32.jpg,6,141.0124663,51.4902898,149.3180726,141.2388892,47.91233524,134.1423982,3.772724913,46.08880169,63.55970734,49.14754908
Archive/Train Data/Dataset20/6/2_30.jpg,6,169.5603832,85.27327878,102.5614126,172.7642852,65.09731557,101.939376,120.0054184,70.10705571,129.0299166,110.2030437
Archive/Train Data/Dataset20/6/2_18.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_264.jpg,6,154.497407,87.65976191,161.1769836,146.3266301,58.79494699,134.0965381,4.225591945,82.45337478,41.09376565,63.30377582
Archive/Train Data/Dataset20/6/1_576.jpg,6,151.0767431,104.6407718,124.9630656,130.9899147,101.157876,161.8077102,106.5631674,100.7848299,106.9209062,154.5443764
Archive/Train Data/Dataset20/6/3_103.jpg,6,82.73779794,106.8513901,175.6718469,127.3864817,69.18474994,153.5694892,77.96262021,63.7933703,34.30004954,146.5611921
Archive/Train Data/Dataset20/6/2_112.jpg,6,141.1265318,92.9155929,164.4500426,150.2427105,153.6796471,127.1175578,47.20030523,146.2927313,95.62527476,104.2162279
Archive/Train Data/Dataset20/6/3_314.jpg,6,75.08674299,73.45947835,146.948931,116.526689,78.15854066,140.9900131,41.61137382,59.43241148,130.4256989,99.03645738
Archive/Train Data/Dataset20/6/3_499.jpg,6,125.2363017,88.21455428,150.6120174,122.0356662,97.61784525,152.2374899,64.79592005,78.79995498,79.28216771,151.5821374
Archive/Train Data/Dataset20/6/3_102.jpg,6,162.0682074,161.2555189,165.552553,143.4862611,22.43428317,153.9693577,46.46381545,123.866707,17.03231205,36.10756469
Archive/Train Data/Dataset20/6/1_211.jpg,6,162.0682074,161.2555189,165.552553,143.4862611,22.43428317,153.9693577,46.46381545,123.866707,17.03231205,36.10756469
Archive/Train Data/Dataset20/6/2_265.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_0_63.jpg,6,153.9560556,73.13536303,109.7678821,126.7802013,78.35161001,144.1183659,70.18242029,71.29288599,128.6641319,129.4668532
Archive/Train Data/Dataset20/6/1_100.jpg,6,164.4252675,53.64775065,38.20216119,166.991375,58.86094157,39.02726658,16.49482605,26.25561632,49.09570106,158.7802734
Archive/Train Data/Dataset20/6/2_56.jpg,6,164.4252675,53.64775065,38.20216119,166.991375,58.86094157,39.02726658,16.49482605,26.25561632,49.09570106,158.7802734
Archive/Train Data/Dataset20/6/3_207.jpg,6,171.1951719,49.40530142,165.1510646,167.4310299,29.3948926,162.6483911,120.5040166,9.716313879,28.58124776,125.2437349
Archive/Train Data/Dataset20/6/2_216.jpg,6,128.3328823,98.21943596,169.6071345,85.69569488,128.7070692,160.1242131,129.9138128,63.18446999,82.69247497,148.5984852
Archive/Train Data/Dataset20/6/2_202.jpg,6,124.2245409,113.0977582,179.5192225,125.1923251,69.163123,174.5350082,41.66171859,119.6308568,17.53941017,47.42533215
Archive/Train Data/Dataset20/6/2_0_420.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/1_504.jpg,6,130.8392716,102.2273813,174.3664519,162.53484,92.28009286,116.6809978,67.00020022,140.1443164,69.45148562,89.70975562
Archive/Train Data/Dataset20/6/3_617.jpg,6,91.91545809,96.75532779,49.78389712,165.1931411,115.7806992,150.3923469,36.93681754,136.275891,86.88549037,79.87856533
Archive/Train Data/Dataset20/6/2_362.jpg,6,123.2585778,157.0883121,160.8084021,171.5671119,169.1054585,170.8129129,46.98261016,166.6274595,20.08933918,24.06516368
Archive/Train Data/Dataset20/6/2_0_178.jpg,6,125.9108573,93.71815305,175.5522757,99.6685085,104.6264092,137.7417812,113.9067614,77.91797499,128.4867744,151.8615812
Archive/Train Data/Dataset20/6/2_148.jpg,6,160.9482429,126.1431333,176.1869147,98.89370688,144.4089649,159.8853723,68.16661374,133.9615821,108.3604593,76.58198136
Archive/Train Data/Dataset20/6/2_160.jpg,6,162.1853245,82.77986227,159.765186,165.2274947,81.11902685,172.2045147,44.30716923,76.35650461,61.82437856,92.97780797
Archive/Train Data/Dataset20/6/2_149.jpg,6,164.1313639,79.65663378,155.3173302,174.948272,68.17098381,173.5649358,53.65604108,66.16317208,83.15515498,84.39682745
Archive/Train Data/Dataset20/6/2_377.jpg,6,164.1313639,79.65663378,155.3173302,174.948272,68.17098381,173.5649358,53.65604108,66.16317208,83.15515498,84.39682745
Archive/Train Data/Dataset20/6/2_405.jpg,6,163.9321215,93.4407921,117.9885867,142.2489559,79.07187258,139.0350216,80.40578553,86.21756029,85.70856485,105.3056458
Archive/Train Data/Dataset20/6/3_158.jpg,6,113.5856998,95.3794706,133.0712168,113.5007436,92.0606368,124.1147247,84.60504009,90.60109809,79.12831328,152.5520909
Archive/Train Data/Dataset20/6/2_439.jpg,6,164.2894232,61.79635915,148.6892346,156.3082574,130.9465782,156.1601273,82.70391905,77.33697144,101.1759043,160.776304
Archive/Train Data/Dataset20/6/1_12.jpg,6,137.0394827,121.0473237,167.2615509,137.5339321,82.43372474,134.1340579,16.63062575,116.0008078,29.74100027,42.49902269
Archive/Train Data/Dataset20/6/2_57.jpg,6,75.30999111,72.97006363,169.3710761,69.01782822,50.21622015,148.9951923,22.01439423,64.96746804,28.79214237,54.27516792
Archive/Train Data/Dataset20/6/2_43.jpg,6,127.2722559,97.21914107,157.2474847,130.7619714,106.3334404,114.945358,55.69222951,99.74992588,75.62991596,114.8391751
Archive/Train Data/Dataset20/6/2_69.jpg,6,134.0894396,34.62721231,148.3212292,152.1618267,15.98396372,18.29469246,45.75788594,15.64521707,43.27737133,44.30474977
Archive/Train Data/Dataset20/6/2_41.jpg,6,143.0140927,88.88028068,169.9079128,119.7449947,63.15946908,163.5176671,28.95673567,53.22054396,52.71278087,85.96857049
Archive/Train Data/Dataset20/6/2_0_219.jpg,6,100.1415534,103.2577505,174.1228046,140.1984866,78.07616722,136.6582853,77.87887452,89.06708065,123.3971925,108.8356478
Archive/Train Data/Dataset20/6/2_229.jpg,6,108.5566248,63.98016589,147.733715,122.5626181,51.45458145,142.576243,19.00280336,61.48510062,53.34523647,77.04427283
Archive/Train Data/Dataset20/6/2_349.jpg,6,142.5939776,35.74724154,22.3796549,115.3925109,118.8425974,149.4601922,75.80405586,21.31409737,60.48943594,125.5032729
Archive/Train Data/Dataset20/6/2_361.jpg,6,89.73348978,111.6206336,131.0376348,119.3997716,90.91640737,161.5610291,40.94098781,87.01398416,107.7382033,105.9524754
Archive/Train Data/Dataset20/6/2_162.jpg,6,106.3207612,61.26852039,131.0440243,100.9219361,53.41593911,132.3056513,18.96238551,60.350197,48.2586765,91.84954301
Archive/Train Data/Dataset20/6/3_403.jpg,6,138.8560391,84.13464918,168.0834355,123.1022899,93.40713276,168.1308417,47.06360365,83.01566184,22.07270067,146.7449178
Archive/Train Data/Dataset20/6/2_189.jpg,6,144.3630448,31.41709021,172.0607122,162.0269499,159.3747324,175.3230079,74.8255833,6.465400152,30.42226996,169.1574474
Archive/Train Data/Dataset20/6/2_412.jpg,6,87.0564211,83.24578459,87.27369183,106.7436349,107.3939273,160.4022708,48.11845508,120.2269725,108.4205768,138.0365247
Archive/Train Data/Dataset20/6/2_374.jpg,6,154.0805296,89.18947307,106.146435,151.2354835,112.4846452,27.59792985,77.19739535,99.98877348,131.7626134,126.6003574
Archive/Train Data/Dataset20/6/2_214.jpg,6,97.54122224,64.13538357,167.614499,142.027397,129.5157994,169.1673053,19.02259673,68.13006534,20.51890367,139.8751363
Archive/Train Data/Dataset20/6/2_83.jpg,6,167.6753857,162.289555,167.1493908,160.5226739,150.1033939,159.8194077,140.0192218,149.7472186,23.84603084,22.05065632
Archive/Train Data/Dataset20/6/2_0_16.jpg,6,167.6753857,162.289555,167.1493908,160.5226739,150.1033939,159.8194077,140.0192218,149.7472186,23.84603084,22.05065632
Archive/Train Data/Dataset20/6/2_78.jpg,6,113.6846006,97.03780716,171.790537,78.82100778,94.72721812,174.5325371,49.81402366,86.67754431,25.11594571,79.49532398
Archive/Train Data/Dataset20/6/3_215.jpg,6,116.538719,116.1683706,165.1567757,121.5425421,119.3173939,124.5288323,29.78743637,53.63003751,57.0428786,143.112808
Archive/Train Data/Dataset20/6/3_229.jpg,6,111.9857936,75.0584555,167.0436511,126.6128276,70.87580504,120.7958911,31.99916483,58.6484037,61.10107216,123.6153343
Archive/Train Data/Dataset20/6/2_210.jpg,6,160.9113523,116.6160302,103.0956112,142.9776338,84.99704276,116.2514256,70.19654309,103.0245567,75.97476017,53.41692358
Archive/Train Data/Dataset20/6/3_163.jpg,6,137.4645,161.234542,162.100646,148.0784378,158.6510677,169.7125123,44.16696489,171.1679795,14.59056035,15.43819203
Archive/Train Data/Dataset20/6/2_402.jpg,6,134.8066971,73.32204887,79.9282572,163.5393543,19.06145331,80.12704382,8.290357448,66.74939324,66.14430453,29.91278626
Archive/Train Data/Dataset20/6/3_361.jpg,6,86.21345584,79.12355429,159.8714981,91.97160303,87.55713979,126.5287478,106.8873262,125.8230419,91.90141431,74.35859541
Archive/Train Data/Dataset20/6/2_166.jpg,6,147.5430497,66.20972841,127.9004201,172.2748695,29.3458287,115.5745604,46.50136508,105.915387,126.8139822,80.27870622
Archive/Train Data/Dataset20/6/2_0_194.jpg,6,65.64801319,133.2673329,160.3801302,152.8954163,96.79873961,139.0234275,61.62596799,110.2151403,167.8591274,131.4537139
Archive/Train Data/Dataset20/6/2_198.jpg,6,158.113144,96.25103326,158.8156453,140.1884679,112.2494827,148.1726307,66.4838685,96.95687439,69.42610633,150.0491124
Archive/Train Data/Dataset20/6/2_359.jpg,6,170.8659111,119.5960747,171.0049773,148.8880092,79.79639849,137.9747594,72.56604927,109.2218333,71.89014309,77.73799443
Archive/Train Data/Dataset20/6/3_11.jpg,6,151.7500974,80.0161158,173.472354,152.1825587,83.75226719,165.4538538,49.57552909,68.80913387,44.92580704,140.0108682
Archive/Train Data/Dataset20/6/2_239.jpg,6,143.2179907,98.40002272,130.0708187,135.9345296,127.2960951,169.3333355,87.10082524,109.7687386,112.8893221,145.9566175
Archive/Train Data/Dataset20/6/2_205.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_563.jpg,6,58.10774608,78.66060531,175.2875334,77.00594364,68.3129662,160.6591495,18.1548959,68.0301229,40.35506027,83.42537311
Archive/Train Data/Dataset20/6/1_14.jpg,6,120.4883509,93.06923285,175.1423182,86.61684932,78.84017,142.512122,98.86251104,64.67338445,31.64697018,138.815724
Archive/Train Data/Dataset20/6/2_79.jpg,6,164.1518076,83.70079731,109.3445636,140.6085419,114.1040367,161.1419284,81.53352978,85.06112903,106.2225011,136.4000181
Archive/Train Data/Dataset20/6/2_45.jpg,6,134.5900292,104.7193624,162.2013634,163.1151199,101.173233,132.7748285,71.6578492,96.00637511,81.50885281,100.7341432
Archive/Train Data/Dataset20/6/2_51.jpg,6,135.6870827,57.81365071,165.6801818,118.0189707,46.51038907,158.5522417,56.05468598,48.59861035,84.46026034,86.67185294
Archive/Train Data/Dataset20/6/2_47.jpg,6,135.6870827,57.81365071,165.6801818,118.0189707,46.51038907,158.5522417,56.05468598,48.59861035,84.46026034,86.67185294
Archive/Train Data/Dataset20/6/2_90.jpg,6,119.4740274,103.2879131,148.8918308,156.3288042,120.748103,123.5428235,55.81464526,103.4989252,102.9378918,80.381949
Archive/Train Data/Dataset20/6/3_216.jpg,6,166.930077,114.2940103,105.9625697,167.5126554,112.971007,121.519883,105.0878415,109.9716717,27.23518545,143.8917044
Archive/Train Data/Dataset20/6/2_367.jpg,6,138.0285036,26.82318215,170.6165492,145.9766717,29.81859207,164.6303203,1.125597883,24.02831436,64.07992041,49.07878497
Archive/Train Data/Dataset20/6/3_174.jpg,6,119.4415452,43.78092569,11.55192132,129.0289512,42.81883075,13.33991587,12.35430115,20.3440678,52.01055975,35.4900614
Archive/Train Data/Dataset20/6/2_401.jpg,6,145.5626684,43.91584341,155.997539,142.1797273,38.66843189,159.808564,48.89206421,18.83258503,129.7858586,113.584352
Archive/Train Data/Dataset20/6/2_373.jpg,6,126.5075879,91.85832147,164.6352678,172.1947566,97.96871868,133.4802463,36.07197839,97.71731899,111.1294592,94.69491213
Archive/Train Data/Dataset20/6/2_428.jpg,6,122.2566393,111.5339865,168.1727823,140.2816774,79.70217208,130.5525457,86.05226893,90.61048028,61.61569589,95.64374637
Archive/Train Data/Dataset20/6/3_149.jpg,6,141.1161191,63.13002074,176.1481439,142.0404816,54.63992097,164.7773117,30.43601086,41.78488377,40.46116729,93.56579453
Archive/Train Data/Dataset20/6/2_372.jpg,6,120.4710535,50.68221388,82.61191752,128.5066547,64.73543129,107.1753563,12.6904032,49.37562189,27.37430624,35.75938752
Archive/Train Data/Dataset20/6/2_400.jpg,6,140.5596141,74.70254132,166.0326792,169.2347622,92.3017108,77.87869011,55.13607813,64.56767016,59.26223689,160.8999889
Archive/Train Data/Dataset20/6/3_613.jpg,6,111.2742515,86.06462912,81.28804722,161.5948913,138.3948091,160.1171591,72.57106968,57.78508107,133.4852266,125.8295682
Archive/Train Data/Dataset20/6/2_212.jpg,6,112.252129,93.56114063,133.7452781,93.10808838,88.55669416,88.3144148,72.97373446,157.499457,102.0238599,153.7561997
Archive/Train Data/Dataset20/6/1_312.jpg,6,136.3994343,140.3643645,176.2728321,164.9422279,66.43873317,149.0699493,35.80293118,132.6993323,16.8099788,39.55308409
Archive/Train Data/Dataset20/6/2_91.jpg,6,105.4714714,152.3903962,152.5995226,156.7358112,147.9125674,124.3049556,113.225927,173.1458131,52.1675953,71.33132438
Archive/Train Data/Dataset20/6/2_0_14.jpg,6,,,,,,,,,,
Archive/Train Data/Dataset20/6/2_52.jpg,6,159.5467057,63.13843416,153.09617,145.6443735,131.8276411,132.9629495,48.50645001,125.071187,120.0852758,136.240919
Archive/Train Data/Dataset20/6/3_568.jpg,6,142.9924677,76.24558987,122.9220047,142.0261634,83.0778787,131.8250627,41.48984084,63.12563411,46.99049604,147.6421111
Archive/Train Data/Dataset20/6/3_554.jpg,6,168.7547037,111.4391953,137.4560966,129.8287546,72.40392094,159.6913749,68.82267351,80.73197054,84.9124665,130.9266146
Archive/Train Data/Dataset20/6/3_232.jpg,6,170.0015148,67.0008447,159.7675569,143.2045669,88.31304917,176.5586683,66.10463922,36.86835412,23.35721533,110.9810099
Archive/Train Data/Dataset20/6/1_26.jpg,6,167.6503527,176.7964157,176.9336692,166.7082669,168.9228327,175.8053601,20.19740236,168.6327249,14.05170746,6.796822161
Archive/Train Data/Dataset20/6/3_0_660.jpg,6,134.623861,74.74584739,158.8310605,142.6957646,65.60263925,120.6353176,28.25146212,51.16605377,108.5743373,114.0455061
Archive/Train Data/Dataset20/6/3_37.jpg,6,115.9770305,62.16324277,168.7900719,128.7202934,65.44765448,118.2632637,30.00489576,48.49120943,104.8597965,100.9362184
Archive/Train Data/Dataset20/6/2_419.jpg,6,137.3140853,114.2666727,124.1847201,162.7561158,105.7734444,174.5868969,95.67561099,104.8628869,97.29278499,101.2886947
Archive/Train Data/Dataset20/6/2_425.jpg,6,160.3079448,170.4946952,175.1099121,163.538159,172.3649011,178.4826069,154.7982888,162.0867866,17.74632911,29.30820943
Archive/Train Data/Dataset20/6/3_150.jpg,6,125.5538177,88.85596439,153.5237238,128.4907719,90.85090203,133.3237684,36.49218646,68.00666399,64.97705351,146.3993838
Archive/Train Data/Dataset20/6/3_144.jpg,6,99.96616169,82.49664123,147.6959389,122.6031597,88.0092243,116.2843339,19.97603155,40.41922045,45.85634829,156.7144451
Archive/Train Data/Dataset20/6/2_431.jpg,6,105.6155634,148.2113041,173.2904922,144.2692847,147.2572551,167.5367879,70.47199425,124.1805148,18.15212766,51.02602056
Archive/Train Data/Dataset20/6/2_141.jpg,6,105.6155634,148.2113041,173.2904922,144.2692847,147.2572551,167.5367879,70.47199425,124.1805148,18.15212766,51.02602056
Archive/Train Data/Dataset20/6/2_155.jpg,6,141.7324909,113.9408978,174.3668003,140.7391404,121.6282047,133.4001786,104.4498048,106.2793866,84.95428202,123.6434873
Archive/Train Data/Dataset20/6/3_421.jpg,6,143.4145995,137.7438669,156.8407608,167.7703698,107.2214744,171.0160956,45.6338752,151.4715066,40.77985983,68.87984081
Archive/Train Data/Dataset20/6/3_384.jpg,6,132.7005633,91.35932574,168.924597,127.1023797,87.72280683,177.0759068,54.72911922,92.8782191,23.57981951,138.0661062
Archive/Train Data/Dataset20/6/2_418.jpg,6,120.321605,78.25385433,170.3696258,155.1038972,109.603813,160.1587688,98.29516225,71.64628194,24.47883445,118.2968004
Archive/Train Data/Dataset20/6/2_395.jpg,6,127.5385733,110.1406894,129.4928885,119.3360248,120.9369011,176.7381994,68.93371945,96.28104715,117.8365374,138.8159881
