ImgPath,label,leftelbow,lefthip,leftknee,rightelbow,righthip,rightknee
Archive/Train Data/Dataset6/5/201.jpg,5,163.8291382,159.0417318,107.3224271,176.4954331,150.9891502,90.44409204
Archive/Train Data/Dataset6/5/215.jpg,5,105.8319489,145.7722239,48.23611708,159.9974657,46.23197729,116.2337068
Archive/Train Data/Dataset6/5/229.jpg,5,166.8073745,110.4075952,87.83299995,167.7109788,104.0865155,67.85297698
Archive/Train Data/Dataset6/5/1_228.jpg,5,149.7153101,107.116385,73.57209946,152.9513392,104.2654186,79.22407191
Archive/Train Data/Dataset6/5/413.jpg,5,157.1381386,99.19646715,91.99573447,100.5129367,155.296284,141.7701279
Archive/Train Data/Dataset6/5/375.jpg,5,157.7030237,147.0334752,69.46710057,158.2529635,140.465926,60.95615585
Archive/Train Data/Dataset6/5/361.jpg,5,155.0109862,116.1115816,70.66371369,167.2766457,152.6517539,95.2009707
Archive/Train Data/Dataset6/5/407.jpg,5,159.6759422,81.81855659,132.1569059,140.9939205,81.53985201,137.0427288
Archive/Train Data/Dataset6/5/2_512.jpg,5,148.6812397,165.6859611,115.227898,166.8475761,112.1827222,85.18841248
Archive/Train Data/Dataset6/5/349.jpg,5,154.1305759,111.2093549,85.03445545,153.598775,115.7685141,82.61000483
Archive/Train Data/Dataset6/5/0_8.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_406.jpg,5,149.7763056,98.8706996,86.49659089,154.8613033,95.38646371,79.68863296
Archive/Train Data/Dataset6/5/0_173.jpg,5,178.2192343,121.6363949,153.030362,160.4789774,104.4550835,162.7921635
Archive/Train Data/Dataset6/5/0_167.jpg,5,6.267891404,168.7424729,45.71292775,121.847271,135.8951516,73.74537076
Archive/Train Data/Dataset6/5/0_601.jpg,5,149.7403249,100.8650633,72.1183917,160.564017,130.5699086,89.59190774
Archive/Train Data/Dataset6/5/1_412.jpg,5,151.6069719,108.7349779,83.01776888,154.6638419,110.3070307,80.68669426
Archive/Train Data/Dataset6/5/177.jpg,5,171.8180381,154.3901443,162.7097725,148.3229857,146.290973,161.4099851
Archive/Train Data/Dataset6/5/89.jpg,5,167.3639221,155.1430822,100.3667869,175.4319689,112.6823127,71.61664191
Archive/Train Data/Dataset6/5/605.jpg,5,143.4464832,155.4292647,165.3089992,175.125986,159.2798696,175.6418871
Archive/Train Data/Dataset6/5/163.jpg,5,151.9702349,162.1968538,163.1430127,175.0385604,169.7679618,177.6038089
Archive/Train Data/Dataset6/5/639.jpg,5,166.2414607,144.954107,161.7693729,169.7355826,63.24442107,136.2501471
Archive/Train Data/Dataset6/5/0_403.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_176.jpg,5,147.2041672,101.5567984,88.61784055,157.4551667,107.081677,96.1343494
Archive/Train Data/Dataset6/5/188.jpg,5,165.3668657,111.162397,103.4575118,167.3875081,130.0188568,111.9590098
Archive/Train Data/Dataset6/5/76.jpg,5,148.9987891,157.504067,160.5801433,176.2931689,157.0270457,167.4447094
Archive/Train Data/Dataset6/5/62.jpg,5,163.2504316,90.24210684,155.8245792,143.8823154,146.660452,140.8409894
Archive/Train Data/Dataset6/5/0_359.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/74.jpg,5,152.6453585,153.5465513,149.149419,162.559013,109.6869991,155.8803338
Archive/Train Data/Dataset6/5/60.jpg,5,153.7618355,149.8988993,70.82854634,156.7183248,138.3918773,64.13658847
Archive/Train Data/Dataset6/5/48.jpg,5,134.3918517,100.2484604,139.1546009,169.368307,141.1418048,154.8262774
Archive/Train Data/Dataset6/5/0_373.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/2_36.jpg,5,156.1448434,101.9914076,65.7416378,161.3403628,112.0857452,67.39476637
Archive/Train Data/Dataset6/5/0_367.jpg,5,143.1470958,76.57360908,93.0980194,131.1263677,66.14570121,130.8424415
Archive/Train Data/Dataset6/5/2_22.jpg,5,151.0265644,122.1105051,92.66676452,166.8025719,98.57210844,76.62484513
Archive/Train Data/Dataset6/5/0_401.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_612.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/149.jpg,5,164.3639913,151.7743281,100.055081,174.2142817,125.5846724,70.18782492
Archive/Train Data/Dataset6/5/613.jpg,5,159.5898664,106.449431,90.8814816,163.8329498,94.14303796,86.99089195
Archive/Train Data/Dataset6/5/175.jpg,5,156.2628871,162.1242749,107.129893,171.1050798,100.0089408,123.6586423
Archive/Train Data/Dataset6/5/161.jpg,5,70.66801314,123.6991165,136.0625176,100.9166894,125.9967346,123.6699365
Archive/Train Data/Dataset6/5/607.jpg,5,70.66801314,123.6991165,136.0625176,100.9166894,125.9967346,123.6699365
Archive/Train Data/Dataset6/5/388.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_603.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_165.jpg,5,175.0767831,107.6060337,75.97349141,147.7872855,116.7127505,77.29398324
Archive/Train Data/Dataset6/5/439.jpg,5,146.5157073,102.7887672,112.7158025,145.5607787,111.057657,129.9423222
Archive/Train Data/Dataset6/5/411.jpg,5,161.0517239,94.93890412,95.50295469,136.3672701,83.70589473,109.5581869
Archive/Train Data/Dataset6/5/1_98.jpg,5,119.2902663,88.1785561,87.81242178,137.4324616,77.77283574,68.82107046
Archive/Train Data/Dataset6/5/405.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/363.jpg,5,106.6191874,153.9933966,157.2408562,168.1645128,176.7212497,171.7480681
Archive/Train Data/Dataset6/5/1_570.jpg,5,158.6802523,70.41974745,56.80009169,138.8266927,109.0441036,83.48541034
Archive/Train Data/Dataset6/5/559.jpg,5,162.9191301,97.15485961,120.8231074,149.0412036,102.929341,124.1771036
Archive/Train Data/Dataset6/5/565.jpg,5,169.1192605,54.53050787,161.7055355,171.4017902,53.18728959,137.0541959
Archive/Train Data/Dataset6/5/571.jpg,5,121.6681258,145.4540249,111.3972265,94.96318973,114.409414,78.24055662
Archive/Train Data/Dataset6/5/217.jpg,5,72.39295398,110.3921774,164.1548658,71.93345717,119.548988,178.3913674
Archive/Train Data/Dataset6/5/2_302.jpg,5,158.4915903,128.5207505,95.53623896,175.5160344,110.3077848,97.5928445
Archive/Train Data/Dataset6/5/2_0_124.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_549.jpg,5,132.3929536,157.7190164,163.0024454,151.8696351,151.3684608,161.7331904
Archive/Train Data/Dataset6/5/0_33.jpg,5,78.17708384,14.59581138,161.9564959,152.4498685,71.02657183,111.6651286
Archive/Train Data/Dataset6/5/0_213.jpg,5,146.6114981,153.4408238,68.7369256,142.0223054,140.0457655,44.75519341
Archive/Train Data/Dataset6/5/0_575.jpg,5,163.09437,154.24642,162.7731039,172.2022881,167.9306132,159.8519074
Archive/Train Data/Dataset6/5/0_27.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/2_100.jpg,5,148.7208053,95.42617486,67.57657911,142.1966297,127.1369418,79.48361953
Archive/Train Data/Dataset6/5/0_212.jpg,5,133.2220786,49.5304535,96.2570257,124.6335534,56.91233978,91.45769336
Archive/Train Data/Dataset6/5/0_574.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/2_0_119.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/570.jpg,5,140.5926998,152.5387315,158.514666,173.4970078,151.1856901,153.4974524
Archive/Train Data/Dataset6/5/2_303.jpg,5,145.4335656,97.99743671,83.40022275,144.1196274,91.24334651,70.51928056
Archive/Train Data/Dataset6/5/216.jpg,5,131.2546985,134.4729339,148.3103454,168.111561,113.7273804,166.5295543
Archive/Train Data/Dataset6/5/564.jpg,5,140.8153995,161.2761705,60.47546587,144.1046824,150.3390428,60.68190287
Archive/Train Data/Dataset6/5/1_565.jpg,5,161.5413643,96.30089138,76.43797604,160.4349646,115.981135,87.09590094
Archive/Train Data/Dataset6/5/1_217.jpg,5,143.2488135,97.75494608,86.97383064,149.2797772,106.9314961,89.90079457
Archive/Train Data/Dataset6/5/1_559.jpg,5,174.0760676,90.17511685,70.3420767,149.3978851,110.6115416,82.86221491
Archive/Train Data/Dataset6/5/1_0_111.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/404.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/410.jpg,5,136.8553982,160.6642611,86.99509826,144.5831081,139.3204629,67.01121932
Archive/Train Data/Dataset6/5/438.jpg,5,170.3546372,83.32695777,120.8220954,151.4942785,117.21335,133.8605118
Archive/Train Data/Dataset6/5/2_0_284.jpg,5,168.4120785,116.9779287,103.3999279,134.1511035,123.9474015,116.3831432
Archive/Train Data/Dataset6/5/0_602.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_363.jpg,5,144.6583879,92.79122136,72.30950819,135.1858563,112.8994629,91.02913773
Archive/Train Data/Dataset6/5/0_170.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_405.jpg,5,155.9484565,101.1003851,89.34197435,153.2133963,103.7331086,83.37206254
Archive/Train Data/Dataset6/5/1_72.jpg,5,113.7550783,140.8180171,178.4095071,91.69602008,121.6208035,166.59158
Archive/Train Data/Dataset6/5/0_158.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/389.jpg,5,127.7189336,149.3237422,169.3173189,175.2095668,163.3097605,175.8445031
Archive/Train Data/Dataset6/5/1_66.jpg,5,143.7044206,100.6311181,82.04818412,147.2767717,93.31527706,82.69542411
Archive/Train Data/Dataset6/5/160.jpg,5,111.1720955,70.26694319,138.7857687,85.53343818,88.24070451,143.5601452
Archive/Train Data/Dataset6/5/612.jpg,5,160.6696883,99.39712986,108.8424339,148.0586026,88.26661684,97.20987751
Archive/Train Data/Dataset6/5/174.jpg,5,153.3751355,138.8945121,175.4937819,167.8686614,143.2914762,168.7606882
Archive/Train Data/Dataset6/5/0_399.jpg,5,115.2963709,73.44680768,99.30197305,118.3720125,61.66741504,73.43411583
Archive/Train Data/Dataset6/5/148.jpg,5,138.978034,25.04760739,166.7487196,171.9948319,30.00895529,163.4495347
Archive/Train Data/Dataset6/5/0_400.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_414.jpg,5,118.460984,174.3677278,103.4929342,163.2875761,115.9563763,68.67485379
Archive/Train Data/Dataset6/5/49.jpg,5,151.4489918,77.93104985,106.4472829,149.9096434,66.23906022,123.7514121
Archive/Train Data/Dataset6/5/2_37.jpg,5,138.6706967,75.19543682,57.05681514,124.3327223,104.287094,81.80494227
Archive/Train Data/Dataset6/5/61.jpg,5,151.1955277,93.38950436,127.1861238,143.8313837,93.04651755,128.4272071
Archive/Train Data/Dataset6/5/75.jpg,5,102.4122943,138.1912065,87.84308075,145.7788244,86.36533343,35.56388008
Archive/Train Data/Dataset6/5/0_376.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/2_33.jpg,5,169.4220566,124.8268318,74.83473552,168.1191004,114.3907856,72.79149068
Archive/Train Data/Dataset6/5/59.jpg,5,166.0938691,122.3120168,171.2829683,158.0199158,150.6436056,104.8645012
Archive/Train Data/Dataset6/5/1_171.jpg,5,159.2169832,125.6501863,98.91050252,152.4926296,119.1039352,92.77975595
Archive/Train Data/Dataset6/5/2_27.jpg,5,150.2355326,106.5860708,84.98188037,141.2893257,108.2830713,96.21119459
Archive/Train Data/Dataset6/5/71.jpg,5,150.4507331,117.1670843,148.6626835,157.5259795,112.1467112,168.543878
Archive/Train Data/Dataset6/5/616.jpg,5,138.1332515,93.8512624,164.8183458,114.4972189,91.95416901,159.2755475
Archive/Train Data/Dataset6/5/164.jpg,5,143.9259999,156.6020808,159.3449063,171.3078837,163.2311099,162.7287258
Archive/Train Data/Dataset6/5/158.jpg,5,114.1095535,131.2990033,123.0761474,163.6215113,135.7490351,126.1204835
Archive/Train Data/Dataset6/5/0_612.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/1_401.jpg,5,141.8818997,115.3577088,94.33011679,146.9592187,115.9331292,80.13819983
Archive/Train Data/Dataset6/5/0_174.jpg,5,150.7200749,145.3542743,68.26987836,162.8422962,163.4209386,60.49180475
Archive/Train Data/Dataset6/5/1_62.jpg,5,156.9738454,101.668565,89.83078004,141.4827414,95.41513615,80.50141625
Archive/Train Data/Dataset6/5/399.jpg,5,123.2635583,156.7615927,165.1938231,165.9882115,161.2423578,163.4060214
Archive/Train Data/Dataset6/5/1_429.jpg,5,138.6739824,114.8529734,95.51540909,150.9943698,107.4302044,82.82680301
Archive/Train Data/Dataset6/5/414.jpg,5,143.8928759,116.324891,82.94410191,155.5958367,109.2981559,71.29576531
Archive/Train Data/Dataset6/5/2_267.jpg,5,158.6923833,111.54991,84.27984629,152.7704081,102.1670639,86.44698718
Archive/Train Data/Dataset6/5/372.jpg,5,168.011,109.6319831,82.91399699,173.6612729,97.37069211,77.50691315
Archive/Train Data/Dataset6/5/366.jpg,5,161.0966253,95.46921679,150.5070706,140.3931725,98.48912947,126.9076775
Archive/Train Data/Dataset6/5/400.jpg,5,166.262182,85.56957635,160.6091506,150.91565,122.2699385,149.7134758
Archive/Train Data/Dataset6/5/428.jpg,5,154.7925358,91.28605101,124.0784947,151.784992,87.65563608,124.1495728
Archive/Train Data/Dataset6/5/1_213.jpg,5,154.7925358,91.28605101,124.0784947,151.784992,87.65563608,124.1495728
Archive/Train Data/Dataset6/5/560.jpg,5,134.2964378,49.71769494,173.0631543,131.606413,31.21735298,159.8170913
Archive/Train Data/Dataset6/5/206.jpg,5,89.83656279,121.5450221,62.39779333,111.8858054,122.9092204,76.58586488
Archive/Train Data/Dataset6/5/212.jpg,5,175.0267547,145.1779515,170.1903546,176.0262075,150.8936034,164.3910616
Archive/Train Data/Dataset6/5/2_307.jpg,5,162.704594,120.7858534,92.07892415,168.9763225,108.0619911,86.96252139
Archive/Train Data/Dataset6/5/0_202.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_564.jpg,5,120.8297172,106.5457266,88.88129865,178.3124299,116.9258482,103.091922
Archive/Train Data/Dataset6/5/0_570.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_22.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_216.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/2_110.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_217.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_203.jpg,5,138.2552897,143.2328021,63.24926304,139.2629553,171.5337435,63.9913274
Archive/Train Data/Dataset6/5/0_565.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/213.jpg,5,177.1150064,94.60756208,101.8247589,166.9622934,86.25168675,91.02792864
Archive/Train Data/Dataset6/5/2_460.jpg,5,157.3058369,89.04669595,69.15615354,152.3459467,125.2381553,82.91875647
Archive/Train Data/Dataset6/5/561.jpg,5,149.9294003,140.337799,49.69625067,135.6169022,156.7374186,56.56824303
Archive/Train Data/Dataset6/5/207.jpg,5,152.180767,148.03703,166.1928642,173.1863172,148.2710894,162.1899499
Archive/Train Data/Dataset6/5/1_548.jpg,5,165.2647956,118.6074667,85.38831528,167.0198786,100.7528921,74.8126648
Archive/Train Data/Dataset6/5/2_0_281.jpg,5,148.5405557,132.225298,132.0975864,152.3638698,81.43342121,76.58812348
Archive/Train Data/Dataset6/5/429.jpg,5,170.3591904,109.860438,136.7478975,163.2228974,130.5655971,157.7690349
Archive/Train Data/Dataset6/5/401.jpg,5,170.3591904,109.860438,136.7478975,163.2228974,130.5655971,157.7690349
Archive/Train Data/Dataset6/5/415.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/373.jpg,5,169.9999961,78.5335215,82.63587233,122.2354355,131.9281028,118.9788718
Archive/Train Data/Dataset6/5/398.jpg,5,132.0238414,140.1992302,69.46392005,139.7881612,139.7435751,79.12087006
Archive/Train Data/Dataset6/5/159.jpg,5,148.0847414,108.608599,100.0618584,128.3095601,69.42029206,149.6708889
Archive/Train Data/Dataset6/5/603.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/165.jpg,5,162.7213349,104.0369748,95.59203196,154.4678039,88.17488765,82.0814197
Archive/Train Data/Dataset6/5/171.jpg,5,174.1749678,167.4136639,179.8010443,140.4858117,162.9630613,171.8800721
Archive/Train Data/Dataset6/5/617.jpg,5,163.5196253,96.6610901,67.47387567,157.3230685,135.7552603,103.8880899
Archive/Train Data/Dataset6/5/64.jpg,5,160.2191692,151.2248482,144.9256985,143.2879127,134.3298877,73.27292168
Archive/Train Data/Dataset6/5/1_158.jpg,5,141.551059,96.33077654,70.87263515,151.0662748,94.84973105,63.82857189
Archive/Train Data/Dataset6/5/70.jpg,5,130.2988977,35.36440512,73.9910591,153.1051441,65.52605383,114.3939562
Archive/Train Data/Dataset6/5/58.jpg,5,90.60317675,79.91658903,167.4600937,109.6722489,81.15813735,161.8314875
Archive/Train Data/Dataset6/5/1_170.jpg,5,161.986466,123.8872644,101.513969,166.8192698,116.6812054,76.66977029
Archive/Train Data/Dataset6/5/0_363.jpg,5,163.6110532,76.16684236,74.10092716,139.3230867,132.5619547,102.3285224
Archive/Train Data/Dataset6/5/1_602.jpg,5,157.8013214,109.8691216,77.25557256,157.3183667,119.0507912,91.647697
Archive/Train Data/Dataset6/5/8.jpg,5,170.8573008,116.7525721,128.8740388,128.1415889,133.8300952,144.2611533
Archive/Train Data/Dataset6/5/198.jpg,5,176.4370787,82.63845523,134.3934324,137.5065116,131.7752616,118.2119327
Archive/Train Data/Dataset6/5/66.jpg,5,162.0856481,96.05119927,132.0005595,161.2641847,89.10467244,130.0522445
Archive/Train Data/Dataset6/5/72.jpg,5,164.149027,140.4545385,93.08352789,109.1663215,147.2215215,30.24145905
Archive/Train Data/Dataset6/5/0_349.jpg,5,147.7668149,131.9415222,166.9305947,169.592448,131.0345818,141.6065636
Archive/Train Data/Dataset6/5/167.jpg,5,154.8279238,158.7130175,168.1533712,176.6811894,162.1729906,173.7368876
Archive/Train Data/Dataset6/5/601.jpg,5,138.5289165,82.85515131,96.02420715,116.6990327,77.78258065,92.76240848
Archive/Train Data/Dataset6/5/99.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/173.jpg,5,160.8669154,128.2215822,74.64669795,140.8330903,134.1215196,94.01668846
Archive/Train Data/Dataset6/5/1_0_19.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/629.jpg,5,83.49064438,134.9416882,91.07968834,137.9634416,127.2587156,46.14276416
Archive/Train Data/Dataset6/5/1_416.jpg,5,148.1619841,99.85394508,87.53530234,138.2867527,104.1564027,83.7556016
Archive/Train Data/Dataset6/5/0_177.jpg,5,151.2175843,129.5454733,164.0924209,159.7737625,113.9621607,143.5062863
Archive/Train Data/Dataset6/5/2_516.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/365.jpg,5,167.1053254,72.47472123,148.4910453,130.1784423,148.048811,172.1430995
Archive/Train Data/Dataset6/5/371.jpg,5,123.5811844,76.26557002,153.0237802,94.86748368,56.37781405,153.302704
Archive/Train Data/Dataset6/5/417.jpg,5,81.55014028,161.4886121,154.5400509,148.2419541,138.2046139,173.2615515
Archive/Train Data/Dataset6/5/359.jpg,5,171.6014265,97.84331758,105.4854646,166.4842014,84.97698941,91.09480802
Archive/Train Data/Dataset6/5/1_562.jpg,5,136.8786137,102.8251879,81.1338022,136.5937454,110.3551846,93.11747819
Archive/Train Data/Dataset6/5/1_204.jpg,5,147.5241115,105.2582102,83.01147719,155.3582782,111.6227631,90.60627372
Archive/Train Data/Dataset6/5/2_0_308.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/211.jpg,5,167.1337217,147.663447,174.1434708,142.5703806,165.1753714,164.26739
Archive/Train Data/Dataset6/5/239.jpg,5,132.511291,102.8033411,119.5611482,167.2440011,79.08068745,135.924963
Archive/Train Data/Dataset6/5/0_21.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_35.jpg,5,116.345792,60.27744255,174.0322106,123.4388509,71.45465893,158.3775951
Archive/Train Data/Dataset6/5/2_0_123.jpg,5,146.4776337,126.5791525,118.2739885,150.8209836,94.37891865,85.67486017
Archive/Train Data/Dataset6/5/0_34.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_200.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_214.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_20.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_572.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/238.jpg,5,160.9212131,107.6629023,105.4657195,162.5910957,104.0876944,98.86060552
Archive/Train Data/Dataset6/5/204.jpg,5,147.7665602,119.0161024,146.9112194,170.8109588,163.1135526,161.2962914
Archive/Train Data/Dataset6/5/562.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/576.jpg,5,132.5300289,173.2702912,68.24739625,155.8690089,132.5210106,46.20162634
Archive/Train Data/Dataset6/5/210.jpg,5,155.6789578,92.90209367,122.2999574,147.5324279,92.62122649,116.8139556
Archive/Train Data/Dataset6/5/1_0_103.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/358.jpg,5,129.0124982,95.52453462,124.0984728,155.8498612,88.41682514,143.9290457
Archive/Train Data/Dataset6/5/416.jpg,5,178.2933044,168.0756435,169.0951274,150.3159098,168.6568689,162.4548748
Archive/Train Data/Dataset6/5/402.jpg,5,149.3168171,126.9116084,89.5811982,170.2970267,122.4940509,69.68667254
Archive/Train Data/Dataset6/5/2_517.jpg,5,149.3168171,126.9116084,89.5811982,170.2970267,122.4940509,69.68667254
Archive/Train Data/Dataset6/5/364.jpg,5,175.3061841,116.422101,163.5208519,151.8893459,126.8517922,125.7687615
Archive/Train Data/Dataset6/5/1_74.jpg,5,130.7163714,94.97844761,91.01726603,142.0630446,91.75025331,78.53130764
Archive/Train Data/Dataset6/5/2_0_269.jpg,5,110.8707962,104.0329547,78.39924259,99.75656618,84.83857276,96.06104072
Archive/Train Data/Dataset6/5/0_604.jpg,5,140.3366649,148.7819253,58.83007067,144.6308049,167.9478826,63.52795463
Archive/Train Data/Dataset6/5/1_48.jpg,5,120.3377591,94.62367152,87.27406055,108.2224215,84.4511822,93.20677095
Archive/Train Data/Dataset6/5/628.jpg,5,169.8419838,123.4220481,85.21596113,163.1087131,115.1738092,78.90652861
Archive/Train Data/Dataset6/5/614.jpg,5,161.3779954,105.5711927,108.1004243,172.1539237,85.97074002,79.1347956
Archive/Train Data/Dataset6/5/172.jpg,5,160.2373099,134.8794668,57.28731634,137.5051265,137.4892577,59.8296352
Archive/Train Data/Dataset6/5/166.jpg,5,135.6970568,169.4689934,156.4768137,166.4592564,134.1736612,175.7637695
Archive/Train Data/Dataset6/5/98.jpg,5,135.6970568,169.4689934,156.4768137,166.4592564,134.1736612,175.7637695
Archive/Train Data/Dataset6/5/73.jpg,5,164.5641411,145.8041081,169.7848742,166.3067199,108.3897988,99.34244033
Archive/Train Data/Dataset6/5/199.jpg,5,153.8742567,96.36698532,117.210191,147.4959274,84.01629691,121.6970673
Archive/Train Data/Dataset6/5/67.jpg,5,141.9788292,123.7084098,158.8126801,161.4554216,105.8688791,117.7566932
Archive/Train Data/Dataset6/5/0_412.jpg,5,141.9788292,123.7084098,158.8126801,161.4554216,105.8688791,117.7566932
Archive/Train Data/Dataset6/5/9.jpg,5,156.3758951,81.18973837,157.7394621,157.2153493,77.3880622,160.3780259
Archive/Train Data/Dataset6/5/1_173.jpg,5,152.2367402,112.4015073,92.12856732,163.029202,102.4893801,76.05519683
Archive/Train Data/Dataset6/5/0_360.jpg,5,,,,,,
Archive/Train Data/Dataset6/5/0_406.jpg,5,160.2991236,92.73081217,102.3967281,131.4245614,162.6423884,153.2625456
Archive/Train Data/Dataset6/5/14.jpg,5,152.3226192,115.2612435,166.607753,121.8617611,99.89256998,168.6436999
Archive/Train Data/Dataset6/5/1_114.jpg,5,158.2086789,121.4568577,99.39853927,168.2602101,106.0873119,75.76172382
Archive/Train Data/Dataset6/5/0_461.jpg,5,,,,,,
